"matthieu3","Jumping",1446047227606,"4.33079","-12.72175","-3.18118"
"matthieu3","Jumping",1446047227671,"0.575403","-0.727487","2.95007"
"matthieu3","Jumping",1446047227735,"-1.60885","3.52607","-0.1922"
"matthieu3","Jumping",1446047227799,"0.690364","-0.037722","1.72382"
"matthieu3","Jumping",1446047227865,"3.44943","-1.68549","2.29862"
"matthieu3","Jumping",1446047227930,"1.87829","-1.91542","0.880768"
"matthieu3","Jumping",1446047227995,"1.57173","-5.86241","-3.75599"
"matthieu3","Jumping",1446047228059,"3.41111","-17.93331","0.535886"
"matthieu3","Jumping",1446047228123,"3.18118","-19.58108","5.74745"
"matthieu3","Jumping",1446047228189,"7.85626","-19.2362","0.804128"
"matthieu3","Jumping",1446047228253,"1.26517","-8.85139","2.18366"
"matthieu3","Jumping",1446047228318,"0.077239","1.15021","1.53221"
"matthieu3","Jumping",1446047228383,"0.230521","2.0699","-1.41845"
"matthieu3","Jumping",1446047228447,"0.652044","-0.497565","1.76214"
"matthieu3","Jumping",1446047228512,"1.53341","-0.305964","1.41725"
"matthieu3","Jumping",1446047228578,"-1.07237","-1.95374","0.191003"
"matthieu3","Jumping",1446047228642,"2.75966","-13.75639","0.191003"
"matthieu3","Jumping",1446047228707,"7.43474","-19.58108","2.95007"
"matthieu3","Jumping",1446047228771,"5.63368","-19.58108","5.59417"
"matthieu3","Jumping",1446047228836,"5.02056","-11.72542","-1.38013"
"matthieu3","Jumping",1446047228900,"-2.10702","0.575403","1.07237"
"matthieu3","Jumping",1446047228966,"-1.30229","2.2615","-1.26517"
"matthieu3","Jumping",1446047229030,"1.68669","-0.957409","1.57053"
"matthieu3","Jumping",1446047229095,"2.60638","-0.229323","2.14534"
"matthieu3","Jumping",1446047229159,"1.30349","-0.152682","0.497565"
"matthieu3","Jumping",1446047229224,"1.64837","-8.12331","1.60885"
"matthieu3","Jumping",1446047229290,"0.15388","-18.46979","-1.03525"
"matthieu3","Jumping",1446047229354,"4.98224","-19.58108","0.995729"
"matthieu3","Jumping",1446047229419,"5.17384","-19.2362","0.612526"
"matthieu3","Jumping",1446047229483,"2.03158","-9.11964","1.34061"
"matthieu3","Jumping",1446047229549,"-1.95374","-1.03405","0.574206"
"matthieu3","Jumping",1446047229612,"0.1922","1.30349","-1.03525"
"matthieu3","Jumping",1446047229678,"1.64837","-0.727487","-0.307161"
"matthieu3","Jumping",1446047229743,"2.56806","-1.03405","0.267643"
"matthieu3","Jumping",1446047229806,"1.41845","-0.305964","0.727487"
"matthieu3","Jumping",1446047229872,"1.03525","-6.82042","0.957409"
"matthieu3","Jumping",1446047229936,"3.94759","-19.31284","-1.22685"
"matthieu3","Jumping",1446047230001,"6.13185","-19.58108","2.72014"
"matthieu3","Jumping",1446047230066,"7.89458","-16.9753","0.229323"
"matthieu3","Jumping",1446047230131,"2.6447","-3.75479","0.114362"
"matthieu3","Jumping",1446047230195,"-2.41358","1.91661","-0.000599"
"matthieu3","Jumping",1446047230260,"-1.95374","-0.114362","-0.268841"
"matthieu3","Jumping",1446047230325,"-0.229323","-1.95374","2.75846"
"matthieu3","Jumping",1446047230390,"2.68302","0.268841","0.535886"
"matthieu3","Jumping",1446047230455,"1.15021","-1.41725","0.880768"
"matthieu3","Jumping",1446047230519,"2.98958","-11.53382","-0.920286"
"matthieu3","Jumping",1446047230584,"8.00954","-19.58108","-0.1922"
"matthieu3","Jumping",1446047230649,"7.31978","-19.58108","2.52854"
"matthieu3","Jumping",1446047230713,"5.44208","-13.56479","-0.498763"
"matthieu3","Jumping",1446047230779,"0.728685","-0.420925","1.68549"
"matthieu3","Jumping",1446047230842,"1.18853","1.41845","-2.22318"
"matthieu3","Jumping",1446047230907,"0.15388","-1.80046","2.03038"
"matthieu3","Jumping",1446047230972,"-0.037722","1.07357","-0.958607"
"matthieu3","Jumping",1446047231038,"0.230521","0.728685","-0.690364"
"matthieu3","Jumping",1446047231102,"0.805325","-1.14901","1.53221"
"matthieu3","Jumping",1446047231167,"5.17384","-9.15796","-2.91294"
"matthieu3","Jumping",1446047231231,"8.00954","-19.54276","1.49389"
"matthieu3","Jumping",1446047231296,"11.61165","-19.58108","4.25296"
"matthieu3","Jumping",1446047231361,"7.89458","-18.35483","3.71647"
"matthieu3","Jumping",1446047231426,"0.537083","-3.21831","0.420925"
"matthieu3","Jumping",1446047231490,"-1.91542","4.10087","-2.6447"
"matthieu3","Jumping",1446047231555,"-0.919089","-0.382604","0.114362"
"matthieu3","Jumping",1446047231620,"0.613724","-0.842448","1.57053"
"matthieu3","Jumping",1446047231684,"1.38013","-0.459245","0.305964"
"matthieu3","Jumping",1446047231749,"2.29982","-1.49389","-1.26517"
"matthieu3","Jumping",1446047231814,"4.94392","-10.95901","-0.498763"
"matthieu3","Jumping",1446047231878,"3.75599","-19.27452","-1.76333"
"matthieu3","Jumping",1446047231944,"7.70298","-19.58108","-2.95126"
"matthieu3","Jumping",1446047232008,"6.55337","-17.51178","-1.91661"
"matthieu3","Jumping",1446047232073,"2.10822","-2.03038","-0.268841"
"matthieu3","Jumping",1446047232138,"-1.68549","3.67935","-0.881966"
"matthieu3","Jumping",1446047232203,"0.15388","-0.114362","0.076042"
"matthieu3","Jumping",1446047232267,"2.79798","-1.95374","0.689167"
"matthieu3","Jumping",1446047232332,"1.45677","-0.957409","0.420925"
"matthieu3","Jumping",1446047232397,"1.18853","-2.95007","0.650847"
"matthieu3","Jumping",1446047232462,"3.44943","-13.87135","-3.71767"
"matthieu3","Jumping",1446047232526,"3.79431","-19.58108","-0.345482"
"matthieu3","Jumping",1446047232591,"6.09353","-19.58108","2.87342"
"matthieu3","Jumping",1446047232655,"4.48408","-14.3312","-0.498763"
"matthieu3","Jumping",1446047232720,"-0.037722","-1.68549","2.6435"
"matthieu3","Jumping",1446047232785,"0.613724","2.68302","-2.37646"
"matthieu3","Jumping",1446047232850,"0.996927","-0.497565","0.497565"
"matthieu3","Jumping",1446047232915,"0.15388","-0.689167","1.34061"
"matthieu3","Jumping",1446047232979,"1.07357","1.07357","-2.60638"
"matthieu3","Jumping",1446047233044,"2.37646","-3.29495","-1.45677"
"matthieu3","Jumping",1446047233109,"2.22318","-16.09393","1.37893"
"matthieu3","Jumping",1446047233173,"6.82161","-19.58108","0.037722"
"matthieu3","Jumping",1446047233238,"8.39275","-19.54276","1.22565"
"matthieu3","Jumping",1446047233303,"1.22685","-9.50284","-0.307161"
"matthieu3","Jumping",1446047233368,"1.83997","-0.152682","1.41725"
"matthieu3","Jumping",1446047233432,"-0.765807","0.996927","-1.91661"
"matthieu3","Jumping",1446047233497,"0.728685","-0.612526","0.152682"
"matthieu3","Jumping",1446047233562,"0.996927","-0.305964","0.995729"
"matthieu3","Jumping",1446047233626,"1.22685","-0.305964","0.037722"
"matthieu3","Jumping",1446047233692,"1.91661","-2.95007","-0.345482"
"matthieu3","Jumping",1446047233755,"4.75232","-14.63776","-3.67935"
"matthieu3","Jumping",1446047233821,"4.56072","-19.58108","-2.6447"
"matthieu3","Jumping",1446047233886,"10.69197","-19.38948","-5.94025"
"matthieu3","Jumping",1446047233950,"3.10454","-10.42253","-2.22318"
"matthieu3","Jumping",1446047234015,"-0.152682","1.61005","1.80046"
"matthieu3","Jumping",1446047234080,"-0.267643","1.83997","-0.958607"
"matthieu3","Jumping",1446047234145,"1.99325","-0.842448","-0.230521"
"matthieu3","Jumping",1446047234210,"2.79798","-0.114362","0.919089"
"matthieu3","Jumping",1446047234273,"1.11189","-0.152682","1.83878"
"matthieu3","Jumping",1446047234339,"2.75966","-5.05768","-0.537083"
"matthieu3","Jumping",1446047234403,"4.33079","-16.82202","-3.06622"
"matthieu3","Jumping",1446047234468,"6.89825","-19.58108","-4.25415"
"matthieu3","Jumping",1446047234533,"11.49669","-19.50444","-2.52974"
"matthieu3","Jumping",1446047234598,"6.20849","-9.08132","-1.80165"
"matthieu3","Jumping",1446047234663,"0.805325","1.15021","-0.15388"
"matthieu3","Jumping",1446047234726,"-1.76214","2.14654","-0.460442"
"matthieu3","Jumping",1446047234792,"0.000599","-1.11069","-0.230521"
"matthieu3","Jumping",1446047234857,"0.652044","0.230521","-0.920286"
"matthieu3","Jumping",1446047234922,"1.26517","-0.114362","-0.000599"
"matthieu3","Jumping",1446047234986,"5.36544","-4.09967","-0.537083"
"matthieu3","Jumping",1446047235051,"6.51505","-17.05194","-3.56439"
"matthieu3","Jumping",1446047235115,"6.93658","-19.58108","-2.75966"
"matthieu3","Jumping",1446047235181,"7.89458","-19.58108","-3.18118"
"matthieu3","Jumping",1446047235245,"1.95493","-9.6178","-1.34181"
"matthieu3","Jumping",1446047235310,"-2.18366","3.14286","-0.1922"
"matthieu3","Jumping",1446047235375,"-2.87342","1.99325","-1.76333"
"matthieu3","Jumping",1446047235439,"1.03525","-1.80046","1.64717"
"matthieu3","Jumping",1446047235504,"1.95493","-0.689167","1.49389"
"matthieu3","Jumping",1446047235569,"1.26517","0.383802","-0.307161"
"matthieu3","Jumping",1446047235633,"1.18853","-2.72014","1.41725"
"matthieu3","Jumping",1446047235698,"5.71033","-16.51545","-2.03158"
"matthieu3","Jumping",1446047235763,"6.55337","-19.58108","0.995729"
"matthieu3","Jumping",1446047235828,"10.577","-19.4278","-1.57173"
"matthieu3","Jumping",1446047235892,"2.79798","-9.88604","-0.843646"
"matthieu3","Jumping",1446047235957,"0.652044","-0.037722","1.14901"
"matthieu3","Jumping",1446047236022,"0.843646","1.95493","-2.14654"
"matthieu3","Jumping",1446047236086,"0.15388","-0.305964","0.995729"
"matthieu3","Jumping",1446047236152,"0.767005","-0.114362","0.804128"
"matthieu3","Jumping",1446047236215,"-0.650847","-0.650847","-0.230521"
"matthieu3","Jumping",1446047236281,"3.56439","-5.90073","0.727487"
"matthieu3","Jumping",1446047236346,"7.05154","-17.97163","-1.61005"
"matthieu3","Jumping",1446047236410,"9.46572","-19.58108","2.10702"
"matthieu3","Jumping",1446047236475,"7.58802","-18.54643","3.10335"
"matthieu3","Jumping",1446047236540,"0.767005","-6.28393","0.689167"
"matthieu3","Jumping",1446047236604,"0.307161","2.29982","-0.498763"
